Rows/Columns;c0;c1;c2;c3;c4;c5;c6;c7;c8;c9;c10;c11;c12;c13;c14;c15;c16;c17;c18;c19;c20;c21;c22;c23;c24;c25;c26;c27;c28;c29;c30;c31;c32;c33;c34;c35;c36;c37;c38;c39;c40;c41;c42;c43;c44;c45;c46;c47;c48;c49;c50;c51;c52;c53;c54;c55;c56;c57;c58;c59;c60;c61;c62;c63;c64;c65;c66;c67;c68;c69;c70;c71;c72;c73;c74;c75;c76;c77;c78;c79;c80;c81;c82;c83;c84;c85;c86;c87;c88;c89;c90;c91;c92;c93;c94;c95;c96;c97;c98;c99
g0;-2.02388482325;-0.828664643734;-0.736289254633;-0.722619147832;-0.445189219261;-0.368449491975;-0.325104419348;-0.0140000839983;0.316671934383;0.520380061353;0.734939051213;0.827016755587;1.19001888726;1.50153878215;1.58190470502;1.28162648984;-0.352577888732;-0.148988666763;0.801620795513;-0.770007032;1.07099525485;0.734610688795;-0.24728047599;0.901934793264;0.641164071482;-0.133086832756;1.11499650642;0.125490325828;0.160212073347;-0.581739559147;-0.107979340709;-0.256377635269;0.290949666601;-0.0685616083002;1.92973846435;-0.203380752649;0.286710825718;-1.29802844418;-0.593994106615;-0.654901394051;-1.21444091078;-0.346292576748;-0.717083515582;0.222635054548;-0.27297023673;0.731615205987;-0.866385131156;-1.92753968978;-2.62214609899;2.42140617346;0.234348549434;0.755586723235;1.70384009417;-1.49982918783;0.750959371585;1.33837848423;-0.0712267832602;1.51421314681;0.530418349804;0.34284123105;1.27019501222;-0.403662612222;-1.13104388453;0.275790299851;0.433954803414;1.25260262767;-1.04339359099;-0.709895843784;0.830405162029;0.345343775036;-0.591091558515;-0.561742641682;1.14171903649;-0.129235075732;-0.18668840914;-0.332961919559;-0.466139064225;-0.52307695285;0.0664490519411;-0.416962845836;-0.174637238241;-1.3767015011;1.312762696;-0.204307356235;0.0760818132211;0.716862452246;1.1320430646;1.38908530426;-0.456977383509;1.27118397149;0.92873735639;-0.000384647884732;0.131660126299;-0.037254539337;1.28343611879;0.247703036861;-1.30864277889;-1.11702474229;-1.08613742968;0.518689264293
g1;-1.10777274498;-1.09930062745;-0.939748796883;-0.626788495787;-0.401032150629;-0.0265269753995;0.0384930129285;0.282074666588;0.361964920381;0.392195171339;0.543620935913;0.685830037511;0.791208239314;0.806456424746;0.936677933428;0.0281624442618;0.60749091558;-1.29832121364;-0.175571648208;-1.11061876162;-0.704761908784;-0.868038842511;0.162777547605;0.453073004389;0.90663829095;-0.561510124784;0.0363591672787;-0.873641487448;2.29606694035;-0.720998237417;0.845540386194;-0.183940669768;-0.595074960541;-1.06421891081;0.0209102822542;0.238180273504;-0.588652288717;0.876832778014;-0.853971543162;-1.28057489747;0.177963871425;0.939509434915;-1.02229752772;-0.463279632583;0.0410639914337;-0.715999716126;-0.311324523857;1.39480035241;-0.133299744671;0.538527227769;1.26393562002;0.140298406683;-1.74777695587;-0.818754238256;0.370391202531;1.05074241166;3.11019802342;0.2721721168;1.56790476684;1.92283813195;-1.21113055607;-0.372469269468;2.18117932683;1.19563012144;-0.157800610459;-0.481172108631;0.283636375583;-2.23126131638;-0.937698436705;0.792501464033;-0.364873285003;-0.213029674263;-0.65488005689;1.48564137291;-1.2643641912;1.76828589748;1.34591715525;-0.940514676092;-1.37539750599;-0.335605229198;0.474477000122;-0.311209445605;-1.16358315594;0.133785783411;-0.998389603784;-0.314604866558;-1.46970030637;0.154604600017;2.01421776327;-0.142932241419;0.409931431942;-0.772628817816;0.150754925642;1.48656146871;0.0648136117538;0.27794168925;-1.31154304389;0.65450616695;-0.159784843951;0.162756219876
g2;-2.50883660968;-1.46566825596;-1.32922742111;-0.578666590916;-0.539333585177;-0.25980508857;-0.123427542131;-0.00963112162353;0.348108097153;0.424808236093;0.984407885883;1.24168632453;1.35742978483;1.40206779654;1.79139361161;-1.0465135632;-0.256952262911;2.03363962138;-1.15325301568;-0.629456459884;-0.382855661852;0.728090563887;-0.966688662545;0.563553597713;0.105696498204;-0.778095047296;-0.201207208232;0.79161745983;-0.515833292524;-0.146031163036;0.781395266418;0.206261743782;-0.193751393617;-1.2613750708;0.59734792279;0.295673967089;0.15775394679;0.376592896416;0.647264760469;-0.268955962917;0.245225838565;0.372351875802;1.06199071545;-0.695609252204;2.26343233082;0.633354755709;2.12584610462;0.574243513773;-1.1708716554;1.79665840286;0.721327978905;1.7836257635;-0.638808626932;-0.936166810522;0.29699103095;-0.482003690304;-0.613924494966;-0.316377942633;-1.27854680639;-0.162830955187;-0.210214615425;-0.173410230484;0.0538294036055;-0.612809252208;0.596008305981;-0.520951581453;-0.817775482234;-0.370498276147;-0.241373568171;-0.534382632578;0.0165634042826;0.971492863875;1.53135346493;-0.329224176108;-0.481176365527;-0.34429756623;-0.505390514431;-0.362775094182;2.23835653185;-0.630118227084;-0.472208867458;-0.137139305863;-0.673247848185;0.590055558701;1.38385732731;-0.234569461328;0.0265721871359;0.843420535084;0.309584764472;0.939157041824;1.2123511418;0.649756043718;-0.434681083723;-1.48312546954;-0.49258957072;0.51681473195;-0.171657158543;1.33424778478;0.833095308666;1.05027166452
g3;-1.35325846041;-1.34740517096;-1.26002062001;-1.06650470263;-0.751422514835;-0.480642181351;-0.448206631998;-0.417268105499;-0.338487209;-0.0301960196917;-0.0267468110665;0.274324533599;0.744285558492;1.40382068335;1.8097739163;0.246377121246;-0.816945455122;0.302577645733;1.13042180476;0.229160079959;-1.93771054715;0.1573621814;-0.158153410715;-0.275076719858;-0.0848549320755;-2.43377459854;-0.181878090543;-0.452551510355;0.454630942889;-0.771995232752;-1.57230924893;-1.17505320844;-1.30447497677;-0.559212458189;0.569271382223;-0.299418370119;0.697942303141;-0.912132473921;0.616030168338;-0.921795769303;0.0775142650315;0.284140020437;-1.08909222031;0.289591560926;1.56564240818;-0.208673740469;1.01145258911;0.81962273428;-0.609384608765;-0.780699255999;0.302248055137;-1.61907023537;-1.67663296828;-0.612425870874;-0.81241083762;0.568183831749;-0.569682626275;-0.893003492845;0.298434340646;0.302230093775;0.931721245361;1.28354036161;1.56214654078;1.35890460167;0.604890735457;-0.581457476282;-0.617829000551;-2.56480575165;-0.0338119665568;-2.12601690537;0.661984227446;0.322717263531;0.638438240209;1.27114301441;-0.00407669545981;-2.12766079945;0.701194132222;1.74776131289;1.51750732985;0.362391265941;-1.40233829641;1.19907650405;-0.531735404513;0.0562645429883;-0.507915788278;-0.198060592647;0.26392203004;-1.37499394706;-1.13703298654;-1.4240227593;-0.113518333765;-0.786896087183;0.576445951602;0.875817171391;-0.0187846582149;0.182675348798;0.479386772443;1.531801616;-0.488914611587;0.823436682172
g4;-1.41998284658;-1.02737866967;-0.825371099812;-0.762587817223;-0.678254781783;-0.613190723143;-0.577296959115;-0.550943194616;-0.0419298818458;-0.0238636952272;0.0730990568698;0.412416373208;1.39128294623;2.16349326782;2.85326970498;1.84119247145;2.16048478668;1.43389546066;1.09351762731;-2.39962104929;0.566540133963;-0.647626777919;0.483471617494;0.620291119629;-0.36859006622;0.222170901272;1.41097059443;0.449923064342;0.238083314097;1.97718151152;-1.53561531342;-0.069370013315;-0.811546207067;0.296436173349;0.378512128155;1.69024601556;-0.314428038897;0.198140356363;0.601056902093;0.535207967621;0.234258718136;0.684545323251;-0.834635040956;-0.757015712566;-0.808354810656;0.537789458398;-0.420058925668;-1.23091759201;0.584323883248;-0.681808001707;-0.675012712313;-0.300582376755;0.570217232261;-0.646849767919;-0.331844435196;1.14391504106;-0.482986510865;-0.0657125908934;0.0802948397467;-0.0650890849901;-1.08350445677;1.3508066652;-0.121543870166;-0.99474439787;-1.1239640373;0.239664621815;-0.132151014312;-0.195135609142;0.234551879745;-0.424858132986;0.869246188084;0.581248790914;-0.664737385709;-1.12341107799;-0.0563051442985;-0.937925023859;1.69545715561;1.1557704793;0.385838455203;-0.170633025833;-0.164806864205;0.158137116595;0.139964070299;0.806082429269;1.53028986325;-0.0638094945667;0.383867669073;0.103958239689;0.0703417703813;1.5328236588;1.72348139023;-0.108101777874;-1.1315725847;-1.07110089083;0.645819742367;0.521095518317;-0.834316128906;0.534809707625;-0.213294089466;0.169999602985
g5;-3.1469738307;-1.19168496552;-1.10721832982;-1.09911746251;-0.88390407846;-0.497221772002;-0.111623076098;0.0051929318026;0.0225595310518;0.251301338693;0.793942117753;0.923274995612;1.17786937032;1.75810723257;2.76176390129;-0.0448758552428;0.592717661448;1.03287567841;-0.393701971064;-0.590736828957;-1.92735213924;0.290521493869;0.169167409714;-0.490347594682;-0.731473476446;0.611821339603;-0.137167000478;-1.3445576109;-0.369635862016;0.205798114021;0.252828356491;-0.203547985893;-0.807765541053;0.965381279559;-0.829499529093;0.207088293938;-0.177262015284;-1.25213966484;-0.560435318092;0.440198101813;0.427790459653;0.130168728392;-1.15960820901;0.205681285623;1.36600559324;1.04357829785;1.63281147465;0.0656870676319;-0.722883883922;0.393511487504;-0.147824749313;0.349217459267;-1.18211977101;0.0606295585951;0.730492466806;-0.957146790495;0.108132073584;-0.625779252349;0.266373160135;0.782117226245;0.0304023317286;-0.220291027679;2.27096874671;-0.703087879366;-0.169697405468;0.848247603228;-0.827712402712;0.854805130774;-0.518271317618;-1.07965254526;-0.0553923972038;1.19565851379;0.388299650066;0.945052850093;0.510963032788;-0.380868828698;0.153188001844;-0.108038480498;1.08764976486;-0.999678307047;-0.556409180815;-0.312404991232;0.370824973565;0.67231318274;-0.0829955619412;0.495141718232;-1.39199472922;-0.650233319327;-0.458975599074;0.230736486211;-0.74392006733;0.267997789445;-0.822474231676;-0.0569798821606;-1.05296024453;0.323550118471;-2.08266552144;-0.206754246542;-0.533260064317;-0.592220469681
g6;-0.880188279922;-0.78059327439;-0.734917248285;-0.526798286056;-0.383836833263;-0.357287377;-0.0665177278813;-0.0284275824811;0.121296435271;0.168064530905;0.808925536499;0.853491212636;1.65100848892;1.89680425092;1.95351628534;1.47693594566;-1.40297698856;0.536047211354;-0.193857878048;1.05952367826;0.426115998757;1.01201403825;0.875177617447;-2.02653412877;-1.23167205928;0.930455521711;0.328292681392;0.991887601962;0.915836244031;-0.639929531384;-0.288385309817;-0.224731745386;-0.0746400684437;0.0419353386967;0.0306837439972;0.812844980492;1.07253257099;2.15691921229;1.43581094184;-0.680859053034;1.56864704723;-1.89053052635;-1.08715621118;-0.276974127574;1.1422741822;0.992283868542;0.227294948002;0.0474769409649;0.48344693122;0.508841012289;0.337052268004;-1.61687281458;0.0507079758377;-0.316805726889;-2.72666264211;1.40310568471;0.656686537588;-0.486039264776;-0.0849000419769;0.249707303731;0.209478880131;0.221731411369;-0.777294847345;-0.194929975074;-0.312669794066;-1.56239303626;-1.274273507;-0.170165635129;-0.294093720036;1.04588686639;0.430180495603;0.580498450533;-2.12259781052;0.721906231414;0.764053062731;-1.3162700206;-0.322058487789;-0.00356913553353;2.64194194896;1.22714910759;2.54741277397;-1.53074099664;0.651489397443;0.0727811489331;1.35164773615;-0.960497207239;0.987332207122;-0.885938442855;0.136990230623;-0.862205745159;-0.694573102507;0.514018432066;-0.688533150249;-0.0179401091167;-0.958449421034;1.23735197833;0.593512999093;-0.138862886843;-0.482203219443;-0.244252053677
g7;-1.86239866201;-1.81615460137;-1.77169269995;-1.14252319335;-1.11922025812;-0.852338361969;-0.65701309218;-0.517904489176;0.0533050976484;0.119805612321;1.12268183263;1.21761841725;1.28902667486;1.77915628481;2.62572836407;-1.0680275364;-1.27157797103;-0.540328863946;-0.869404404944;0.000819378465604;-0.751261710428;-0.265199647942;-1.0332676105;0.609706295442;0.106865236668;0.254420732765;-1.28668573208;0.178767558684;-0.669036449063;0.347593911311;1.36117059986;-0.99681770194;0.427091491564;-0.842810388017;-0.8619726673;-1.38747138971;-0.268515898633;-1.88825611613;-0.785951352005;-1.92970772802;-1.31204169002;0.470958173637;0.283915593804;-0.834550267489;1.19453916717;-1.09833317942;1.61980680491;-1.08018099062;-0.887544746984;-0.31144229748;0.445435898553;-0.0846733927064;-0.130182848395;0.241738691705;-1.95553508172;-0.433044988784;0.677415491589;-0.32188327353;0.982518470823;0.0390934220378;0.294410979068;-0.318904650807;0.725879476428;0.895085771684;0.368008143688;0.127335220439;-0.0182305925914;-0.693250045302;-0.630685354594;0.390987906849;0.167404291747;0.158925574639;-0.595214721602;-0.993596127317;-1.51232985646;-0.532730027692;-0.817341213427;-0.253236781001;-1.50943550522;-1.40305399808;0.42576374889;0.45446500851;0.179824977533;-0.52555776067;0.783035738776;0.234277983002;-1.31114743923;0.00635970889441;-1.30762053837;-0.239919334417;-1.68049336652;0.484315861192;1.54002341445;1.72579976448;0.658682685811;0.215322184031;1.12177210229;1.0019903402;-0.271883456619;-0.553615267489
g8;-2.30280386436;-1.20918738047;-1.10156753909;-0.899127038035;-0.820643151631;-0.698727963786;0.145692515148;0.163220674038;0.528061438703;0.612122434202;0.794836682181;0.835740915097;0.981833984858;1.12568366158;1.25215754745;1.15825001662;-0.570553755493;-0.761985480587;-0.75746184009;-0.336859964639;0.231173000961;-0.220287878683;0.110074636368;-0.156171110907;1.49630586831;-1.26599109019;-0.930386739184;0.0283436281375;0.661729329307;-0.247726415625;0.678956398518;1.37212609456;-1.45624920637;-0.420983478019;-1.63313481348;0.707011896524;0.961323890797;1.20253583112;0.402271524753;0.835724780563;-0.486435070488;0.171374025514;0.138897728282;-0.730065684565;-0.0380497873252;-0.0538952689496;-0.440725733346;0.580689307297;-0.733267297066;0.0986164646321;0.542555357962;0.110106458889;1.90354654012;-0.427083636553;-0.632555250476;-0.241253946533;-0.179141999069;-0.499917842476;0.920426570426;1.33026372592;-0.187800873167;-0.111006862419;-0.170894094623;0.645125171796;-0.599262015007;0.218867297495;-0.591092935583;0.534333832334;-0.959645130566;1.33810053736;2.88072948969;-0.959751974371;-0.566557574877;0.909943531469;1.39527660677;0.532491776705;-0.640520008769;0.788083681195;-0.0265727336023;0.628971865285;-0.403456983094;0.462823839544;0.500905618147;-1.19769820976;0.0784722631299;0.163366738219;1.95534422818;-2.33528121969;-0.145478001137;0.675698609757;0.183637712359;0.0478731588041;-0.239762445618;1.0964066187;-1.44214914303;-0.816134014134;0.0720367033873;-0.414043041178;-0.631472840674;-0.567859764149
g9;-0.995452938495;-0.884684432634;-0.402502234331;-0.1831155213;-0.137883873569;0.0325199014072;0.111498396699;0.179168421813;0.548975682405;0.778595297337;0.947929180472;1.06219281742;1.38333018196;1.38800354557;1.93760283586;-0.920045112348;-1.17041080512;1.38617999393;-0.717924946189;-0.444335804001;-0.50463495794;-0.207591883216;0.0248366815017;0.302863596277;-0.608025159057;1.59564627259;-0.716856606791;1.06800350653;-0.0872909196116;-0.194381058352;-0.0597655870214;0.172605626889;-1.29562223261;-0.531545660494;0.822307969162;-1.69288200963;-0.343159341078;1.78537695736;-0.186210649781;-0.184184752819;1.05500054522;0.502489736503;0.733793632719;0.139865397621;-0.360428524143;0.608618791999;0.801742058986;1.43887950242;-1.2445533984;-1.72629898759;0.616468281198;0.781349046146;0.458075562597;-0.0870682823675;1.96471748544;1.92331747975;-0.120882115402;1.94724294414;-0.393508309433;0.121068434422;-1.0026329037;-1.38984656274;0.463832931872;-0.257685475708;0.87317766433;-0.345212536859;-0.116997724296;1.16040936994;0.92612027011;-0.0640601718202;0.962186399225;1.26098540389;-0.566029436053;0.470656594853;2.12038632476;1.64655514782;0.0529320107261;0.326570247407;1.25197780682;-0.979275825126;-1.29747371376;-0.708838534532;1.53942356546;0.808285093972;0.584597440863;0.282719574444;-1.23772341062;0.425860843548;-0.555427560093;-0.537035811189;-0.198292721765;-0.366018046537;0.128888529023;0.881630103818;-0.686066537855;0.678117934909;0.946872955694;-1.47926151686;0.831725172837;-1.25838173986
